age,gender,weight_kg,height_m,bmi,fat_percentage,experience_level,goal,resting_bpm,avg_bpm,max_bpm,hrv_ms,session_date,hour_of_day,workout_type,session_duration_hours,workout_frequency_days_week,muscles_trained,calories_burned,water_intake_liters,time_in_gym_min,idle_time_min,completion_pct,sleep_hours,cumulative_load_7d_kcal,fatigue_score,recovery_ready,workout_completed,protein_target_g
49,Male,85.2,1.85,25.0,25.1,3,General Fitness,71,149,171,97.9,2024-08-18,20,Cardio,1.42,4,"Back, Shoulders, Core",933,2.7,99,33,100.0,8.3,626,19.1,1,1,36
35,Male,98.9,1.77,31.6,29.8,3,Muscle Gain,68,151,177,59.6,2024-07-30,18,HIIT,0.87,4,"Core, Full Body",744,3.4,59,20,100.0,7.5,437,39.9,1,1,36
26,Female,61.4,1.63,23.2,17.6,2,Weight Loss,82,147,167,69.5,2024-03-26,18,Cardio,1.25,6,"Arms, Shoulders, Full Body",580,2.1,95,29,91.3,8.5,543,30.7,1,1,10
50,Male,84.9,1.77,27.1,27.8,1,Muscle Gain,78,135,157,50.6,2024-04-04,9,CrossFit,1.22,6,"Core, Back, Shoulders",792,2.5,82,36,65.0,7.1,760,52.4,0,0,35
40,Male,104.8,1.86,30.3,29.4,2,Weight Loss,62,127,147,65.8,2024-01-12,18,CrossFit,1.16,6,"Chest, Shoulders, Arms",1008,3.2,77,21,95.7,8.1,936,50.5,0,1,44
24,Female,45.0,1.72,15.3,8.0,2,Muscle Gain,69,154,165,47.4,2024-03-05,20,Cardio,1.25,3,"Legs, Chest",436,3.5,82,30,98.1,7.5,164,25.9,1,1,23
33,Female,56.7,1.63,21.3,16.9,2,General Fitness,61,134,154,57.3,2024-04-30,11,Strength,1.58,3,"Legs, Back, Shoulders",470,0.6,102,30,99.2,6.5,193,25.9,1,1,27
26,Male,91.1,1.85,26.6,21.7,2,Weight Loss,85,145,154,58.5,2024-12-04,8,Strength,1.52,5,"Back, Legs",670,1.9,104,32,100.0,7.2,374,33.7,1,1,37
21,Male,54.4,1.78,17.2,9.3,2,Muscle Gain,76,174,193,48.0,2024-05-08,17,Cardio,0.85,5,Core,422,1.7,61,18,93.2,6.2,288,37.4,1,1,19
44,Male,101.6,1.88,28.8,28.5,1,Muscle Gain,66,147,176,61.3,2024-12-24,11,HIIT,1.14,5,"Arms, Core",1028,2.4,83,28,81.8,9.1,770,40.6,1,1,34
54,Male,84.0,1.73,28.0,29.8,2,Weight Loss,67,127,153,47.5,2024-02-10,17,HIIT,0.76,3,"Chest, Shoulders",498,1.8,58,21,90.0,6.9,233,25.0,1,1,18
21,Male,81.2,1.78,25.7,19.5,1,Muscle Gain,79,155,167,52.4,2024-04-17,7,Cardio,1.15,5,"Back, Chest",769,3.0,79,22,79.9,7.0,582,45.9,1,0,15
40,Male,86.2,1.72,29.3,28.2,3,General Fitness,70,146,165,71.5,2024-03-26,10,HIIT,0.3,4,"Chest, Core",244,2.6,30,8,100.0,7.4,103,13.6,1,1,33
28,Male,76.8,1.78,24.2,19.3,1,Weight Loss,80,150,163,63.5,2024-07-22,19,CrossFit,1.35,4,Core,898,3.2,97,29,76.7,5.9,470,42.8,1,0,29
30,Male,85.4,1.68,30.4,27.2,1,Endurance,45,133,152,66.9,2024-02-22,12,HIIT,0.6,5,"Arms, Chest, Core",444,3.3,49,12,69.4,8.3,286,26.1,1,0,37
29,Female,66.2,1.7,22.8,17.8,2,Weight Loss,69,145,173,25.9,2024-02-18,21,Strength,1.09,3,"Back, Full Body",372,3.0,77,33,83.9,6.0,128,38.3,1,1,27
26,Female,56.0,1.69,19.6,13.3,2,Endurance,59,161,186,63.5,2024-02-02,18,HIIT,0.84,4,"Back, Chest, Arms",478,2.2,63,15,98.3,5.7,239,39.8,1,1,18
35,Female,75.1,1.59,29.8,27.6,2,Weight Loss,82,142,181,65.6,2024-08-30,11,Cardio,1.05,4,Arms,601,2.6,67,24,97.1,6.8,343,23.1,1,1,26
26,Male,76.3,1.83,22.8,17.1,1,Weight Loss,80,138,167,52.0,2024-10-07,8,CrossFit,1.49,4,Full Body,852,2.1,112,48,74.0,5.7,590,59.6,0,0,23
37,Male,68.1,1.66,24.8,22.1,2,Weight Loss,65,157,178,96.7,2024-01-28,18,Cardio,1.59,2,Legs,588,1.4,108,44,85.1,8.6,144,10.1,1,1,36
34,Female,45.0,1.65,16.6,11.5,1,Weight Loss,80,151,176,20.0,2024-01-14,9,Cardio,1.54,4,Full Body,536,3.3,106,39,89.8,6.8,254,39.7,1,1,14
32,Male,84.8,1.95,22.2,17.8,3,General Fitness,82,163,181,65.7,2024-07-22,20,HIIT,0.53,4,"Chest, Legs, Back",373,2.4,42,15,91.5,4.0,194,35.4,1,1,22
25,Male,87.8,1.78,27.6,22.7,3,Muscle Gain,65,163,173,64.3,2024-09-25,7,Cardio,1.17,4,Arms,765,1.3,69,28,98.4,7.2,459,27.4,1,1,21
29,Female,49.1,1.67,17.6,11.6,2,Flexibility,89,160,190,65.8,2024-02-12,6,HIIT,0.86,5,"Full Body, Back",355,2.9,60,23,98.5,7.6,300,30.6,1,1,19
42,Female,90.3,1.63,33.9,34.1,1,General Fitness,64,133,161,63.5,2024-02-23,8,Strength,1.3,3,Core,545,2.3,88,38,72.7,6.6,231,27.4,1,0,39
40,Female,45.0,1.6,17.6,14.1,2,Weight Loss,62,140,158,66.0,2024-05-14,18,HIIT,0.92,5,Back,350,0.9,61,21,80.5,5.6,196,29.7,1,1,11
25,Male,104.3,1.78,32.9,29.0,1,General Fitness,73,149,171,77.4,2024-11-12,19,Strength,1.36,4,Legs,671,1.4,87,35,93.5,6.9,313,20.3,1,1,34
35,Male,66.6,1.79,20.7,16.7,2,Endurance,61,148,177,40.5,2024-03-20,7,Cardio,0.69,4,Arms,366,1.9,50,16,100.0,6.5,215,46.0,1,1,27
42,Female,60.6,1.5,26.9,25.7,1,Muscle Gain,65,142,168,66.0,2024-02-13,18,HIIT,0.55,2,"Chest, Back",314,2.7,47,26,79.0,6.0,103,21.2,1,0,17
18,Male,86.3,1.81,26.5,19.7,3,General Fitness,79,182,190,46.3,2024-12-01,7,Strength,0.79,3,"Chest, Back",308,3.1,64,22,100.0,5.9,168,36.1,1,1,28
40,Female,53.5,1.6,21.0,18.2,1,Weight Loss,65,133,154,38.1,2024-07-18,18,Cardio,0.91,5,"Shoulders, Arms, Chest",334,3.1,65,15,93.6,7.2,196,34.6,1,1,18
28,Female,53.1,1.68,18.8,12.8,2,Weight Loss,48,145,163,69.3,2024-06-07,6,HIIT,0.43,2,"Chest, Shoulders, Core",212,3.0,33,12,71.9,7.9,62,11.7,1,0,16
40,Female,61.6,1.6,24.0,21.8,2,Weight Loss,68,142,170,43.7,2024-04-27,18,HIIT,0.59,6,"Arms, Full Body",354,2.5,44,19,84.9,7.5,257,29.5,1,1,30
27,Male,96.8,1.71,33.1,29.7,2,General Fitness,58,153,181,25.0,2024-05-06,17,Strength,1.41,3,Shoulders,739,3.9,95,41,96.0,5.3,274,48.9,1,1,37
18,Male,70.4,1.78,22.1,14.5,1,Weight Loss,73,152,182,49.2,2024-05-25,6,HIIT,0.8,6,"Back, Arms, Chest",466,3.1,59,16,75.3,7.6,341,36.2,1,0,21
18,Female,79.2,1.71,27.1,20.5,3,General Fitness,71,185,196,34.0,2024-08-14,18,Strength,1.53,4,"Full Body, Core, Arms",654,2.7,104,28,100.0,7.8,355,36.6,1,1,36
35,Female,71.1,1.7,24.5,21.2,2,Weight Loss,79,159,172,75.6,2024-11-16,18,Strength,1.13,4,"Shoulders, Core",345,3.0,76,29,93.5,8.4,171,21.5,1,1,30
37,Female,78.4,1.62,29.9,28.2,2,Endurance,74,163,183,58.1,2024-03-05,18,Cardio,0.61,2,Chest,353,2.2,49,19,84.3,6.1,138,25.8,1,1,27
25,Male,59.1,1.75,19.4,12.8,1,Endurance,75,157,172,87.6,2024-03-08,17,Strength,1.27,3,"Full Body, Shoulders",390,2.5,88,24,86.4,6.9,156,19.9,1,1,25
41,Male,81.7,1.69,28.6,27.6,2,General Fitness,58,159,166,41.7,2024-09-26,19,CrossFit,0.55,3,"Core, Chest",319,0.8,41,13,97.2,7.6,157,19.9,1,1,34
18,Female,80.7,1.64,30.1,24.1,2,Muscle Gain,73,168,192,72.5,2024-03-28,17,Strength,0.76,4,"Core, Shoulders",358,2.2,47,15,96.5,6.5,184,20.6,1,1,37
34,Female,58.1,1.67,20.7,16.5,1,Muscle Gain,84,161,176,100.0,2024-01-15,20,Yoga,0.77,4,Chest,149,3.9,52,22,75.6,7.6,114,2.5,1,0,25
22,Female,86.1,1.61,33.1,28.6,1,General Fitness,58,133,167,67.1,2024-01-18,20,Yoga,1.0,5,"Arms, Back",272,2.6,78,25,77.3,7.0,204,19.2,1,0,24
28,Male,120.0,1.8,36.9,34.5,3,General Fitness,82,150,172,67.2,2024-12-05,19,CrossFit,1.04,5,Back,979,2.6,64,20,100.0,6.2,787,53.4,0,1,42
35,Female,59.4,1.64,22.1,18.4,1,Weight Loss,59,141,162,73.9,2024-07-01,20,Cardio,0.89,4,"Arms, Core",394,3.3,70,25,84.9,6.2,205,25.8,1,1,28
26,Female,59.0,1.69,20.7,14.6,1,Endurance,56,160,177,31.6,2024-06-15,20,CrossFit,0.78,3,"Arms, Core, Legs",416,2.8,48,10,91.9,8.2,204,19.7,1,1,27
31,Female,52.8,1.74,17.5,11.9,2,Weight Loss,67,149,181,66.7,2024-08-31,9,CrossFit,1.66,3,"Arms, Full Body",679,1.9,106,47,88.7,6.0,306,43.9,1,1,28
45,Male,83.9,1.75,27.3,26.9,3,Endurance,72,141,163,56.1,2024-08-27,21,Strength,1.0,5,"Shoulders, Arms",413,2.5,68,28,100.0,5.8,278,38.4,1,1,45
29,Male,91.2,1.73,30.6,27.2,1,Flexibility,74,148,164,54.8,2024-10-03,9,Cardio,0.53,3,"Shoulders, Chest, Core",389,1.6,51,14,93.3,7.3,140,24.9,1,1,28
43,Female,70.1,1.68,25.0,23.7,2,Flexibility,55,145,158,37.3,2024-05-19,6,Strength,1.09,4,"Core, Arms, Back",337,2.6,76,21,98.7,7.0,186,40.9,1,1,31
23,Male,59.7,1.82,18.0,10.7,1,Muscle Gain,69,143,162,73.9,2024-10-07,21,HIIT,0.79,2,"Shoulders, Back",435,1.8,56,14,88.3,5.7,118,30.3,1,1,19
40,Male,78.3,1.78,24.8,22.8,1,Weight Loss,58,141,153,40.6,2024-08-15,8,HIIT,0.91,3,"Legs, Shoulders",551,3.2,60,24,75.8,6.5,267,37.5,1,0,21
49,Female,72.5,1.58,28.9,29.8,1,Muscle Gain,50,141,169,100.0,2024-03-10,18,Strength,1.41,4,"Shoulders, Core",473,2.1,97,29,96.1,6.2,261,9.7,1,1,35
18,Male,90.8,1.78,28.5,22.1,3,Flexibility,55,185,190,52.3,2024-12-23,21,Yoga,1.15,4,Legs,301,1.8,76,25,94.6,6.4,122,32.4,1,1,23
27,Female,83.6,1.71,28.6,24.3,1,General Fitness,57,135,153,35.5,2024-10-03,6,Strength,0.85,4,"Legs, Core",370,2.4,60,13,87.5,9.5,232,19.5,1,1,40
40,Male,90.1,1.76,29.2,28.0,1,Muscle Gain,70,134,158,49.7,2024-03-31,9,Yoga,0.85,4,"Legs, Back",217,2.8,59,23,76.4,6.7,148,36.2,1,0,28
32,Female,74.0,1.63,27.8,24.5,2,Weight Loss,76,150,172,49.4,2024-10-29,18,Strength,1.54,3,"Shoulders, Chest, Core",575,1.5,106,40,76.5,6.1,185,30.7,1,0,35
38,Female,55.9,1.74,18.4,14.6,3,Weight Loss,50,147,161,98.2,2024-11-01,19,HIIT,0.84,3,Chest,399,2.1,64,21,100.0,9.0,217,2.1,1,1,28
28,Male,96.9,1.8,29.9,26.1,1,Flexibility,68,132,157,42.3,2024-08-21,19,Strength,0.46,4,"Chest, Core",213,2.6,33,13,78.7,7.9,147,19.9,1,0,32
35,Male,61.8,1.73,20.8,16.8,2,Muscle Gain,53,155,167,52.7,2024-11-19,20,Strength,0.87,4,"Legs, Back, Arms",296,3.6,59,25,89.1,7.7,153,17.9,1,1,31
33,Male,65.9,1.91,18.0,13.0,1,Endurance,71,139,158,49.2,2024-11-21,7,HIIT,0.64,2,Arms,345,0.5,45,17,79.7,6.2,82,29.5,1,0,25
46,Male,66.3,1.79,20.8,19.3,2,Weight Loss,58,152,174,65.0,2024-10-15,11,Strength,1.13,4,"Arms, Legs, Chest",397,3.0,79,32,95.8,8.2,263,20.8,1,1,28
37,Female,65.5,1.57,26.6,24.2,2,Weight Loss,54,160,183,44.6,2024-08-10,18,Cardio,1.1,4,"Legs, Core",541,2.2,81,23,100.0,7.8,246,27.9,1,1,26
38,Female,78.7,1.64,29.4,27.8,2,General Fitness,72,133,147,32.2,2024-09-25,18,CrossFit,0.91,2,"Full Body, Core",581,2.1,66,25,82.3,7.1,149,44.5,1,1,32
30,Male,77.0,1.81,23.6,19.0,1,General Fitness,59,158,187,56.1,2024-11-23,9,Strength,0.78,5,Legs,271,2.0,46,17,95.6,5.3,155,38.1,1,1,36
30,Male,88.8,1.81,27.2,23.3,1,Muscle Gain,61,149,169,54.0,2024-11-23,9,Yoga,1.02,4,"Legs, Full Body, Chest",247,2.2,75,32,76.7,7.0,141,26.8,1,0,27
30,Male,81.0,1.75,26.4,22.4,1,Muscle Gain,45,137,162,48.2,2024-09-30,10,Strength,1.21,3,"Arms, Back, Core",461,3.0,76,27,86.9,8.7,241,10.5,1,1,36
38,Female,69.5,1.61,26.9,24.8,2,General Fitness,74,146,178,44.2,2024-06-07,20,Strength,1.39,4,"Shoulders, Back, Chest",477,2.1,90,31,94.2,7.2,288,39.2,1,1,33
30,Male,66.0,1.76,21.3,16.3,1,Weight Loss,73,147,175,83.7,2024-06-26,20,Strength,1.2,4,"Full Body, Arms",415,3.8,83,26,85.2,6.6,273,38.6,1,1,31
37,Female,54.8,1.63,20.6,17.0,3,General Fitness,65,149,177,43.6,2024-09-03,6,CrossFit,1.21,6,"Chest, Legs",551,3.0,82,36,100.0,6.8,447,42.7,1,1,26
55,Female,85.9,1.58,34.6,38.0,3,Weight Loss,49,143,164,27.3,2024-10-03,10,Strength,1.18,5,"Back, Shoulders, Arms",498,2.7,85,18,100.0,6.8,361,41.8,1,1,33
43,Female,62.4,1.64,23.2,21.5,3,General Fitness,77,140,166,40.8,2024-04-26,12,CrossFit,0.86,3,"Arms, Core, Full Body",453,2.4,59,23,100.0,6.2,158,36.9,1,1,32
31,Male,85.6,1.9,23.7,19.4,3,Muscle Gain,58,164,185,51.1,2024-02-15,21,CrossFit,0.75,3,Arms,566,3.5,50,17,100.0,7.0,239,24.5,1,1,37
47,Female,60.7,1.66,22.0,21.0,2,Muscle Gain,60,131,141,28.3,2024-08-14,20,Cardio,1.32,5,"Full Body, Core, Legs",632,3.6,88,30,92.3,8.4,401,41.4,1,1,17
30,Male,82.4,1.74,27.3,23.5,2,Endurance,88,144,166,87.5,2024-06-06,18,HIIT,0.7,5,Back,461,1.6,57,18,89.7,8.3,321,23.2,1,1,27
18,Male,70.7,1.75,23.1,15.7,1,Weight Loss,57,150,172,77.4,2024-07-06,6,Yoga,1.25,3,"Core, Legs",259,1.9,88,31,88.1,6.2,107,17.8,1,1,20
24,Female,56.7,1.56,23.2,17.2,2,Weight Loss,72,161,185,83.6,2024-07-30,8,Cardio,1.42,2,"Legs, Chest",663,3.0,96,36,96.0,8.3,180,8.2,1,1,27
18,Female,71.4,1.57,28.8,22.5,2,Muscle Gain,70,159,177,62.8,2024-05-13,17,Strength,0.96,5,Full Body,306,3.2,74,22,92.4,7.8,288,25.1,1,1,45
31,Male,61.4,1.76,19.7,14.6,2,Endurance,68,137,150,20.0,2024-03-20,21,Cardio,1.54,5,Arms,713,2.3,108,38,100.0,7.6,644,53.3,0,1,27
35,Male,75.1,1.79,23.4,19.9,3,Weight Loss,67,173,185,80.7,2024-06-04,7,Yoga,0.92,3,"Shoulders, Chest, Back",204,1.9,69,26,100.0,7.4,106,6.4,1,1,30
51,Male,87.8,1.78,27.8,28.9,1,Muscle Gain,68,134,143,42.7,2024-01-06,19,Yoga,0.85,4,"Core, Chest, Full Body",214,2.6,55,14,100.0,6.1,155,33.8,1,1,31
38,Male,62.8,1.77,20.1,16.7,1,Weight Loss,67,127,158,44.4,2024-01-01,8,Strength,1.87,3,"Arms, Back, Shoulders",662,3.7,126,47,75.0,6.6,344,37.3,1,0,30
32,Male,99.3,1.78,31.3,28.7,3,Endurance,64,159,177,53.1,2024-09-24,17,Strength,1.81,3,"Shoulders, Legs",902,2.5,118,43,100.0,7.8,385,39.6,1,1,30
43,Male,101.0,1.85,29.5,29.1,1,General Fitness,80,141,162,87.6,2024-03-10,19,CrossFit,1.41,3,Legs,1357,1.5,93,29,82.8,5.8,571,44.0,1,1,35
18,Male,63.3,1.77,20.3,12.3,2,Weight Loss,51,136,160,76.1,2024-06-25,18,Strength,1.37,4,"Core, Legs",434,2.6,89,25,100.0,6.0,257,35.6,1,1,27
37,Female,55.7,1.66,20.3,16.7,3,Weight Loss,75,161,183,68.1,2024-05-26,19,HIIT,0.79,5,"Arms, Chest, Core",411,3.1,57,16,100.0,7.3,284,30.0,1,1,25
42,Female,63.6,1.55,26.5,25.3,2,Endurance,73,156,164,48.8,2024-08-28,19,Strength,1.02,4,Back,310,2.4,68,24,100.0,6.2,150,33.9,1,1,32
20,Female,60.9,1.81,18.5,10.6,2,Muscle Gain,71,170,196,48.4,2024-09-30,9,Yoga,1.14,3,"Chest, Core, Full Body",199,3.5,79,27,100.0,7.8,89,18.2,1,1,17
46,Male,74.6,1.88,21.1,19.7,1,Endurance,76,129,151,66.9,2024-01-05,11,CrossFit,1.4,5,"Shoulders, Core",916,3.2,93,40,77.8,6.2,501,47.3,1,0,24
38,Female,50.3,1.66,18.2,14.4,1,Weight Loss,64,149,163,57.4,2024-12-18,19,Strength,0.94,2,"Shoulders, Arms",244,2.5,68,22,84.3,7.2,71,23.5,1,1,39
30,Female,66.6,1.69,23.4,18.8,3,Muscle Gain,46,149,163,67.8,2024-09-08,6,Strength,1.38,5,"Shoulders, Legs",482,2.5,96,29,100.0,7.3,293,20.2,1,1,34
41,Female,64.8,1.69,22.6,20.3,2,Muscle Gain,64,159,176,71.6,2024-09-01,17,Cardio,1.25,5,Full Body,626,1.0,84,33,100.0,6.5,442,30.6,1,1,26
57,Female,63.6,1.64,23.6,25.2,2,Weight Loss,55,116,125,66.8,2024-06-02,20,Strength,0.94,3,"Chest, Legs, Shoulders",267,3.5,63,17,95.1,6.8,118,16.0,1,1,28
36,Female,63.7,1.61,24.5,21.5,1,Endurance,57,136,169,20.0,2024-01-05,20,Cardio,1.21,3,Legs,541,2.2,73,22,80.9,6.3,220,35.0,1,1,20
37,Male,84.8,1.68,30.1,28.4,1,Flexibility,52,137,168,62.6,2024-08-08,19,HIIT,0.61,5,"Core, Arms, Shoulders",497,2.2,50,14,93.5,7.0,268,30.8,1,1,24
30,Male,90.6,1.66,33.0,30.3,3,Muscle Gain,60,149,172,47.8,2024-05-29,6,Strength,1.22,4,"Core, Legs, Chest",466,2.1,84,14,100.0,6.0,219,30.8,1,1,38
26,Female,72.3,1.6,28.2,23.6,2,Endurance,59,164,182,58.4,2024-11-01,20,Cardio,1.23,2,Shoulders,683,2.9,83,32,92.7,6.8,209,25.1,1,1,32
43,Female,70.0,1.74,23.3,21.6,2,Weight Loss,45,142,160,39.9,2024-04-28,20,Yoga,1.04,5,"Chest, Full Body, Back",217,1.6,78,32,98.0,7.7,142,28.4,1,1,16
26,Female,45.0,1.67,16.2,9.2,1,Flexibility,72,132,158,33.5,2024-01-04,18,HIIT,0.74,3,"Back, Full Body",320,1.7,48,21,81.6,5.9,149,38.8,1,1,16
35,Male,71.8,1.78,22.7,19.1,2,Weight Loss,87,158,185,64.3,2024-10-07,9,Cardio,1.1,3,"Legs, Full Body",612,2.5,76,36,81.8,6.5,263,26.9,1,1,25
30,Male,99.3,1.71,33.9,31.4,3,Weight Loss,71,162,177,42.9,2024-07-10,17,HIIT,0.86,4,Chest,728,2.0,57,27,88.3,7.5,404,46.2,1,1,29
39,Male,74.7,1.78,23.7,21.2,2,General Fitness,62,134,145,66.5,2024-04-06,19,Yoga,0.75,4,"Core, Shoulders",159,2.8,58,19,100.0,4.9,96,23.4,1,1,29
38,Female,82.7,1.67,29.7,28.2,1,Muscle Gain,64,154,182,46.6,2024-07-29,19,HIIT,0.77,3,Back,549,2.0,45,21,75.3,8.9,211,15.2,1,0,17
45,Female,53.9,1.7,18.7,16.6,2,Endurance,60,154,159,83.3,2024-10-14,10,Strength,1.0,3,"Arms, Core",282,3.8,74,25,85.9,8.0,128,13.3,1,1,38
29,Male,87.0,1.69,30.7,27.3,3,General Fitness,65,153,164,70.0,2024-08-11,10,Strength,1.34,4,Arms,476,3.1,94,31,100.0,5.5,255,30.1,1,1,30
32,Male,75.1,1.77,24.1,20.1,2,Endurance,64,152,170,60.9,2024-07-21,19,Yoga,0.92,4,"Full Body, Core, Legs",210,3.0,61,18,100.0,4.9,166,32.5,1,1,18
25,Male,97.7,1.71,33.5,29.7,3,Muscle Gain,56,154,161,45.7,2024-05-07,18,Yoga,0.77,5,Shoulders,210,2.0,57,19,94.9,7.0,124,23.6,1,1,27
30,Female,66.1,1.59,26.1,22.0,2,Muscle Gain,81,166,190,72.0,2024-03-24,17,HIIT,0.54,4,"Chest, Shoulders, Full Body",326,4.4,38,15,100.0,5.9,176,29.0,1,1,18
38,Female,85.7,1.79,26.8,24.7,3,General Fitness,50,170,182,57.9,2024-11-26,17,Strength,1.31,4,"Chest, Legs",577,2.1,91,40,93.7,8.0,314,28.4,1,1,39
42,Female,70.0,1.57,28.5,27.7,2,Weight Loss,72,141,156,59.8,2024-07-18,18,HIIT,1.14,2,"Shoulders, Arms, Full Body",622,1.9,83,33,96.4,7.4,142,23.3,1,1,24
25,Male,73.7,1.84,21.8,15.7,1,General Fitness,63,157,187,80.9,2024-07-12,6,Yoga,1.37,5,"Core, Shoulders, Legs",298,3.1,87,27,100.0,7.1,236,17.7,1,1,24
43,Female,65.8,1.73,22.0,20.1,1,Endurance,84,142,173,88.5,2024-04-22,6,Cardio,0.95,3,Shoulders,475,2.7,61,16,94.0,6.4,190,15.9,1,1,14
48,Male,69.1,1.82,21.0,20.0,1,Muscle Gain,68,130,149,35.0,2024-05-14,18,Strength,0.76,4,Legs,265,1.8,61,24,82.4,8.6,97,22.8,1,1,32
39,Female,45.0,1.59,17.8,14.1,3,Muscle Gain,61,170,181,29.0,2024-02-10,8,HIIT,0.7,6,Full Body,281,4.3,62,26,87.6,7.8,266,41.3,1,1,16
53,Male,86.9,1.68,30.7,32.8,3,Weight Loss,62,143,167,34.4,2024-08-04,19,Yoga,1.0,5,"Shoulders, Core, Legs",235,3.3,72,31,100.0,7.6,152,38.9,1,1,33
27,Male,84.2,1.79,26.4,21.7,2,Muscle Gain,65,153,178,25.0,2024-11-16,19,Strength,1.05,4,Shoulders,404,2.5,76,25,100.0,8.2,227,39.9,1,1,37
22,Female,73.7,1.65,27.1,21.4,1,Flexibility,53,151,173,58.7,2024-05-02,18,HIIT,0.6,5,Back,354,4.4,44,18,68.2,6.0,279,38.1,1,0,25
18,Female,62.7,1.81,19.2,11.0,1,Endurance,57,139,169,72.0,2024-09-21,20,HIIT,0.52,6,"Arms, Shoulders",307,3.1,42,19,89.7,8.3,249,23.2,1,1,30
49,Male,83.0,1.77,26.3,26.6,3,Endurance,47,135,157,49.6,2024-11-09,7,HIIT,0.85,5,"Chest, Shoulders, Legs",629,2.5,63,15,100.0,6.7,424,35.2,1,1,20
41,Female,65.1,1.69,22.7,20.5,2,General Fitness,55,157,172,44.3,2024-12-21,8,HIIT,0.96,4,"Legs, Back, Full Body",560,4.3,67,25,89.1,7.3,438,36.9,1,1,19
34,Male,55.4,1.67,19.9,15.5,1,General Fitness,65,147,167,82.5,2024-12-16,8,HIIT,1.24,4,Chest,534,3.0,91,36,75.6,6.8,207,23.0,1,0,13
37,Male,45.0,1.91,12.3,8.0,2,Muscle Gain,68,159,183,57.8,2024-05-19,19,Strength,0.6,3,"Core, Chest, Arms",135,3.0,47,19,91.2,5.1,47,30.6,1,1,34
23,Male,86.3,1.77,27.6,22.2,1,Weight Loss,45,131,135,66.9,2024-05-25,17,Strength,1.76,4,"Back, Legs, Core",798,2.2,117,41,88.9,8.0,381,28.5,1,1,45
59,Male,60.6,1.83,18.1,19.1,1,Muscle Gain,63,125,142,83.1,2024-11-28,8,HIIT,0.6,3,"Full Body, Core, Back",279,2.5,45,29,63.8,5.2,152,30.9,1,0,28
36,Male,78.8,1.72,26.6,24.0,2,General Fitness,70,165,184,52.5,2024-09-29,7,Strength,1.23,4,Chest,464,2.2,83,39,87.5,6.0,240,40.3,1,1,37
36,Male,77.5,1.8,23.9,20.8,1,Muscle Gain,63,133,148,100.0,2024-05-17,20,HIIT,0.91,4,Legs,555,3.7,71,25,100.0,6.5,329,15.2,1,1,26
42,Male,105.8,1.69,37.1,38.0,3,Muscle Gain,58,136,168,41.0,2024-07-30,18,HIIT,0.57,3,Back,525,1.2,45,15,100.0,5.0,209,44.1,1,1,29
39,Female,47.8,1.71,16.3,12.3,1,Endurance,60,136,167,100.0,2024-04-06,17,Strength,1.38,2,"Back, Core, Chest",306,3.6,94,36,88.6,5.9,95,9.7,1,1,31
37,Male,84.5,1.76,27.4,25.2,1,Endurance,59,133,152,40.5,2024-02-05,21,HIIT,0.94,3,Full Body,737,1.8,67,23,75.2,7.2,315,33.5,1,0,20
27,Female,60.8,1.64,22.7,17.2,1,General Fitness,58,130,145,70.3,2024-04-03,19,Cardio,1.4,3,"Shoulders, Full Body, Arms",647,2.5,92,39,67.9,6.7,288,19.9,1,0,14
39,Male,87.5,1.83,26.2,24.2,3,Muscle Gain,66,169,181,37.1,2024-03-10,7,Strength,0.98,4,"Shoulders, Core, Arms",473,2.3,62,15,100.0,6.7,322,42.1,1,1,35
53,Female,64.0,1.63,24.2,25.0,2,General Fitness,88,154,167,77.4,2024-05-28,17,Cardio,0.92,6,"Core, Arms, Legs",440,2.1,73,24,100.0,6.1,402,24.6,1,1,30
48,Male,98.1,1.73,32.7,34.1,2,Weight Loss,57,139,172,45.4,2024-02-26,17,CrossFit,1.26,5,"Legs, Back, Shoulders",1079,3.1,91,35,100.0,7.0,686,53.5,0,1,37
50,Male,65.4,1.81,19.9,19.2,1,General Fitness,61,137,158,65.8,2024-11-22,19,Cardio,1.43,3,Shoulders,670,2.5,102,41,79.3,6.7,301,37.3,1,0,19
29,Male,86.8,1.93,23.4,18.5,1,Muscle Gain,64,156,171,47.0,2024-08-21,7,HIIT,0.89,3,"Core, Legs",634,2.0,58,13,98.8,5.4,370,49.0,1,1,28
25,Male,58.8,1.77,18.8,12.1,2,General Fitness,58,162,182,73.7,2024-11-12,17,Strength,1.64,4,"Arms, Chest",514,2.6,116,36,74.0,6.8,319,28.2,1,0,34
33,Male,85.1,1.82,25.6,22.1,3,General Fitness,75,144,165,36.9,2024-08-19,18,Strength,1.21,4,"Arms, Chest",566,1.9,92,24,100.0,5.8,331,54.0,0,1,43
35,Female,57.1,1.66,20.8,16.8,3,Endurance,45,136,146,83.7,2024-05-19,20,Strength,1.2,4,"Shoulders, Full Body",362,2.1,87,26,100.0,7.9,164,14.4,1,1,24
45,Female,78.3,1.61,30.2,30.4,1,Endurance,59,118,138,40.1,2024-12-24,20,Yoga,0.69,3,Chest,164,1.3,60,15,82.0,6.6,78,26.8,1,1,24
18,Female,84.2,1.65,31.1,25.3,2,General Fitness,73,144,174,28.1,2024-11-14,17,Cardio,1.57,2,"Full Body, Legs",915,2.1,108,40,99.9,9.5,296,30.1,1,1,27
